BSc University,BSc Major,BSc GPA,MSc University,MSc Major,MSc GPA,TOEFL/IELTS,GRE.Quant,GRE.Verbal,GRE.Writing,Total Papers,ISI,International,Local,Academic Experience,Work Experience,Accept?,Major,Fund?,Fund Amount,Target University,Field,Country,Year
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Aerospace Engineering,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Aerospace Engineering,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Aerospace Engineering,US,2007
"University of Poona, Pune",Electronics & Telecommunication Engineering,68.6999969,-,-,-,-,170,153,4,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2009
"University of Poona, Pune",Electrical & Computer Engineering,9.10000038,-,-,-,-,170,156,6,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Electrical & Computer Engineering,US,2009
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,California Institute of Technology,Electrical & Computer Engineering,US,2010
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical & Computer Engineering,US,2010
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Electrical & Computer Engineering,US,2010
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,Princeton University,Electrical & Computer Engineering,US,2010
"VIT, vellore",CSE,9.3,-,-,-,-,170,147,3,0,0,0,0,0,0,no,Masters,-,-,North Carolina State University,Computer Engineering,US,2012
"VIT, vellore",CSE,9.3,-,-,-,-,170,147,3,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Computer Engineering,US,2012
"VIT, vellore",CSE,9.3,-,-,-,-,170,147,3,0,0,0,0,0,0,yes,Masters,-,-,SUNY Buffalo,Computer Engineering,US,2012
"VIT, vellore",CSE,9.3,-,-,-,-,170,147,3,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Computer Engineering,US,2012
"VIT, vellore",CSE,9.3,-,-,-,-,170,147,3,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Computer Engineering,US,2012
"VIT, vellore",CSE,9.3,-,-,-,-,170,147,3,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Engineering,US,2012
Mumbai University,Computers,-1,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2011
Mumbai University,Computers,-1,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Computer Science,US,2011
Mumbai University,Computers,-1,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Johns Hopkins University,Computer Science,US,2011
Mumbai University,Computers,-1,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Computer Science,US,2011
Mumbai University,Computers,-1,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Computer Science,US,2011
Mumbai University,Computers,-1,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2011
NTU Singapore,EEE,9,-,-,-,-,0,0,-,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Electronics and Communication,US,2014
NTU Singapore,EEE,9,-,-,-,-,0,0,-,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Maritime Academy,Electronics and Communication,US,2014
Osmania University,Textile Technology,9.02,-,-,-,-,169,136,2,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Textile Science & Technology,US,2012
Osmania University,Textile Technology,9.02,-,-,-,-,169,136,2,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Textile Science & Technology,US,2012
Osmania University,Textile Technology,9.02,-,-,-,-,169,136,2,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Textile Science & Technology,US,2012
Osmania University,Textile Technology,9.02,-,-,-,-,169,136,2,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Textile Science & Technology,US,2012
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,Pennsylvania State University,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,no,Masters,-,-,Stanford University,Industrial Engineering,US,2013
NIT Trichy,production engineering,9.03,-,-,-,-,169,164,4,0,0,0,0,0,0,yes,Masters,-,-,Duke University,Industrial Engineering,US,2013
M.N.I.T. JAIPUR,CHEMICAL ENGINEERING,8.65,-,-,-,-,169,157,4,0,0,0,0,0,0,yes,Masters,-,-,Arizona State University,Chemical Engineering,US,2013
M.N.I.T. JAIPUR,CHEMICAL ENGINEERING,8.65,-,-,-,-,169,157,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Chemical Engineering,US,2013
M.N.I.T. JAIPUR,CHEMICAL ENGINEERING,8.65,-,-,-,-,169,157,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Chemical Engineering,US,2013
M.N.I.T. JAIPUR,CHEMICAL ENGINEERING,8.65,-,-,-,-,169,157,4,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Chemical Engineering,US,2013
National Institute of Technology,Mechanical Engineering,8.62,-,-,-,-,170,156,3,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Industrial Engineering,US,2013
National Institute of Technology,Mechanical Engineering,8.62,-,-,-,-,170,156,3,0,0,0,0,0,0,yes,Masters,-,-,Virginia Polytechnic Institute and State University,Industrial Engineering,US,2013
National Institute of Technology,Mechanical Engineering,8.62,-,-,-,-,170,156,3,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Industrial Engineering,US,2013
National Institute of Technology,Mechanical Engineering,8.62,-,-,-,-,170,156,3,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Industrial Engineering,US,2013
National Institute of Technology,Mechanical Engineering,8.62,-,-,-,-,170,156,3,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Industrial Engineering,US,2013
"Siddaganga Institute of Technology, Tumkur",Electronics and communication,82.32,-,-,-,-,0,0,-,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Electronics and Communication,US,2013
IIT Kharagpur,Electrical Engg,8.42,-,-,-,-,0,0,-,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Electronics and Communication,US,2013
IIT Kharagpur,Electrical Engg,8.42,-,-,-,-,0,0,-,0,0,0,0,0,0,yes,Masters,-,-,Harvard University,Electronics and Communication,US,2013
mvsr engg,cse,85.6,-,-,-,-,165,150,4,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Chicago,Computer Science,US,2014
mvsr engg,cse,85.6,-,-,-,-,165,150,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Computer Science,US,2014
mvsr engg,cse,85.6,-,-,-,-,165,150,4,0,0,0,0,0,0,yes,Masters,-,-,California Institute of Technology,Computer Science,US,2014
mvsr engg,cse,85.6,-,-,-,-,165,150,4,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2014
mvsr engg,cse,85.6,-,-,-,-,165,150,4,0,0,0,0,0,0,yes,Masters,-,-,Florida Institute of Technology,Computer Science,US,2014
VTU,CSE,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of Oregon,Computer Science,US,2016
VTU,CSE,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2016
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,California Institute of Technology,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,California State University Los Angeles,Computer Engineering,US,2007
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Computer Science,US,2008
Delhi College of Engineering,Electronics & Telecommunication Engineering,74,-,-,-,-,170,166,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2009
Delhi College of Engineering,Electronics & Telecommunication Engineering,74,-,-,-,-,170,166,4,0,0,0,0,0,0,yes,Masters,-,-,Dartmouth College,Electrical Engineering,US,2009
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,University of Minnesota Twin Cities,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Michigan Ann Arbor,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Maryland College Park,Computer Science,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Aerospace Engineering,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Aerospace Engineering,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Aerospace Engineering,US,2007
"Indian Institute of Information Technology, Allahabad",Information Technology,9.07999992,-,-,-,-,170,161,6,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2007
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,University of Pennsylvania,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,Carnegie Mellon University,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,University of Maryland College Park,Computer Science,US,2008
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of Cincinnati,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,Arizona State University,Civil Engineering,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,Columbia University,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Irvine,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,Cornell University,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,University of Michigan Ann Arbor,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,University of Maryland College Park,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Chicago,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,University of Minnesota Twin Cities,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,Princeton University,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.10000038,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,Pennsylvania State University Great Valley,Industrial Engineering,US,2009
"Mahatma Gandhi University, Kottayam",Electronics & Telecommunication Engineering,0,-,-,-,-,168,146,0,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronic and Telecommunication Engineering,US,2008
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,no,Masters,-,-,University of California Santa Barbara,Electrical & Computer Engineering,US,2009
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,no,Masters,-,-,Georgia Institute of Technology,Electrical & Computer Engineering,US,2009
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Electrical & Computer Engineering,US,2009
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Electrical & Computer Engineering,US,2009
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,no,Masters,-,-,University of Wisconsin Madison,Electrical & Computer Engineering,US,2009
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Electrical & Computer Engineering,US,2009
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Electrical & Computer Engineering,US,2009
"University of Poona, Pune",Electronics & Telecommunication Engineering,8.89999961,-,-,-,-,170,152,6,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.60000038,-,-,-,-,170,144,5,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.60000038,-,-,-,-,170,144,5,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.60000038,-,-,-,-,170,144,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.60000038,-,-,-,-,170,144,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.60000038,-,-,-,-,170,144,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.60000038,-,-,-,-,170,144,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.60000038,-,-,-,-,170,144,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical & Computer Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,yes,Masters,-,-,University of Pennsylvania,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,no,Masters,-,-,University of California Davis,Chemical Engineering,US,2009
"National Institute of Technology, Trichy",Chemical Engineering,8.38000011,-,-,-,-,170,150,6,0,0,0,0,0,0,yes,Masters,-,-,Northwestern University,Chemical Engineering,US,2009
R.V.College Of Engineering,CSE,9.85,-,-,-,-,170,155,5,0,0,0,0,0,0,no,Masters,-,-,Columbia University,Computer Science,US,2011
R.V.College Of Engineering,CSE,9.85,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Computer Science,US,2011
R.V.College Of Engineering,CSE,9.85,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2011
R.V.College Of Engineering,CSE,9.85,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2011
R.V.College Of Engineering,CSE,9.85,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2011
R.V.College Of Engineering,CSE,9.85,-,-,-,-,170,155,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2011
R.V.College Of Engineering,CSE,9.85,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Computer Science,US,2011
BITS Goa,Mechnical Engineering,9.54,-,-,-,-,169,159,4,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Mechanical Engineering,US,2011
BITS Goa,Mechnical Engineering,9.54,-,-,-,-,169,159,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Mechanical Engineering,US,2011
BITS Goa,Mechnical Engineering,9.54,-,-,-,-,169,159,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Mechanical Engineering,US,2011
"Birla Institute of Technology and Science, Pilani",Computer Science,9.34000015,-,-,-,-,170,150,5,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Industrial Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Computer Science,9.34000015,-,-,-,-,170,150,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Industrial Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Computer Science,9.34000015,-,-,-,-,170,150,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Industrial Engineering,US,2009
